"project_name","start_end_SHA","noiseType","changeSet-triple"
"E:\project-DataSets20240917\WebGoat","[20a2b03817d760e726ffa4f972a1d2d85cea2b88, a51d00ff446aba7e49a1526acfe6eb9f45aec6d5, e8ebadb3312e24e34ba56edd32eb8c4686c8d81d, f697670b655680e47c6f59d804da6586020dad83]","[NO_NOISE, NO_NOISE, NO_NOISE, [webgoat-lessons/webwolf-introduction/src/main/java/org/owasp/webgoat/webwolf_introduction/MailAssignment.java|RENAME_ATTRIBUTE, webgoat-lessons/webwolf-introduction/src/main/java/org/owasp/webgoat/webwolf_introduction/MailAssignment.java|RENAME_PARAMETER, webgoat-lessons/webwolf-introduction/src/main/java/org/owasp/webgoat/webwolf_introduction/MailAssignment.java|RENAME_VARIABLE]]","[MailAssignment, completed, sendEmail]"
"E:\project-DataSets20240917\WebGoat","[83a49e3b9a7ac948b1af29a34ef60c212eeb5259, 8a810d42de48aff78a73a5d860345293fa0d67d1, b19f846f2e3128fa65d4f36931e2d3ef336aa423, eeb3560625015d9f48448199bc82464fd5f7f8c2]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[8b43629431006d12ebe9a67599a36b47c7125055, 94f7754a3314a8ad1844c4b1c7f1bcabab7a6903, b99bc53ec731c018524d1c466461ea4eb19fb85b, eddcf1dbc37f7fcc3a158ac6c841d4f099a955d6]","[NO_NOISE, [webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|EXTRACT_VARIABLE], NO_NOISE, [webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|RENAME_PARAMETER, webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|RENAME_VARIABLE]]","[completed]"
"E:\project-DataSets20240917\WebGoat","[4a7cd7c753689cefd1772b5a38ca23b4a7e9e12b, 6123e832e147978ca294a330c6f4d850f9e25802, 6a125f7b0cfb0b358ae5e7d5b86d1f3b6eeeae70, 7c1798d0b99d4f6d7ac2824863b135976ce22863]","[NO_NOISE, [webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|RENAME_ATTRIBUTE, webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|RENAME_VARIABLE], NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[2a58e567778aaf34313590b73504a18ed6c1138f, 5879ef3744d33fe51c50b7df0dfaa4341fdee8a9, b6acb633861051cc37ab2f69edd7bb2c26daf29e, d260abb4a960a515242bac53a0e3f6218fe2231b]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[6949e3017c096b086f3dbddb56f515dc517d7f76, 92601bca072f086c9e37d386860e9ddf18703485, a8e029353ea3fd05f5fa4051e04292908f0b1f73, cb6a4f1bb77aaf8ed8747ccdb67aee2f8d166bda]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[3cca85bca0f57c7419993ad10ddd8ed4847b6987, 4c37e5ba2b1a8c3fb3bb02e3fbed2b072232adfa, 68a3e6357f649088e0515356edda374ff8b5f966, f62e05b8dc49268c7940dec67ceae28dab790a29]","[NO_NOISE, NO_NOISE, NO_NOISE, [webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|RENAME_ATTRIBUTE]]","[completed]"
"E:\project-DataSets20240917\WebGoat","[26c99c28714dccc9de990ae56d57692bedfeb09c, 9c0335166b1a9b1ede89daeb3ddb37e127206d23, c930569e9b63732e608023f7d7965eb4d95fb1bd, e9bfe3401461c01fb2b5290cabe0b78a2424c14e]","[NO_NOISE, [webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|EXTRACT_VARIABLE], [webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|EXTRACT_VARIABLE], NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[096450e3ffb93f583779d0b952cc106e16b3d486, 34ff8baf14606e3d0c11a57820a26c6edee8c1c4, d1eff2f37a4ad47b46f329f3964cd292a087f136, e8b728b40dea445dbc8da6879c5af9f5c83e03ab]","[NO_NOISE, [webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|RENAME_VARIABLE], NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[45ed6a968d0ad395e522291f0208249388862909, d07d31717f51be716e008f09d9f1d0c9d901307e, e7b82e3c393db1295495f29d8b766de97861d0fc, f898c1dd8afa10b71f2dbea3f6f9d7bfb825dea9]","[[webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|RENAME_ATTRIBUTE], [webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|EXTRACT_VARIABLE, webgoat-lessons/webgoat-lesson-template/src/main/java/org/owasp/webgoat/template/SampleAttack.java|RENAME_PARAMETER], [webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_ATTRIBUTE, webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_PARAMETER], [webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_ATTRIBUTE, webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_PARAMETER]]","[completed, getName, setName]"
"E:\project-DataSets20240917\WebGoat","[172b4df79e544e8463258ae0931b3d473464ba2d, b25c819c44c3130b0c76e88d3683bbb300eec414, c94d9d4eb46a9749849e84c2f0d88fa95a56b287, ff90fd374892d93eaac065607100aa6a2ea3d547]","[[webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_ATTRIBUTE, webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_PARAMETER], [webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_ATTRIBUTE, webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_PARAMETER], [webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_ATTRIBUTE, webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_PARAMETER], [webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_ATTRIBUTE, webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_PARAMETER]]","[getName, setName]"
"E:\project-DataSets20240917\WebGoat","[39429c4684c94b52314414cfae224215ea8f51fc, 4b0d33c2485d7a908ae38fb26a20b376632abba9, b93ac397d88d3ddbf77996d4068baac0ae47522f, bfc687e91783989ecbb1cd20d9fde03a7a68ffcd]","[[webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_ATTRIBUTE, webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_PARAMETER], [webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_ATTRIBUTE, webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/Contact.java|RENAME_PARAMETER], [webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/VulnerableComponentsLesson.java|RENAME_PARAMETER, webgoat-lessons/vulnerable-components/src/main/java/org/owasp/webgoat/vulnerable_components/VulnerableComponentsLesson.java|RENAME_VARIABLE], NO_NOISE]","[completed, getName, setName, stealTheCheese]"
"E:\project-DataSets20240917\WebGoat","[24aa49a77b1b3bd1f65a7c0f13ba10448eb2b152, 66f1a11b154c79e12c457d6251eed57faa950979, 9292c5f51db05a5a4bc1e996a158002fba1c566f, cd7066fd3a2c7868845c2f3fb1eaffa22e25ced6]","[NO_NOISE, [webgoat-lessons/ssrf/src/main/java/org/owasp/webgoat/ssrf/SSRFTask1.java|RENAME_PARAMETER, webgoat-lessons/ssrf/src/main/java/org/owasp/webgoat/ssrf/SSRFTask1.java|RENAME_VARIABLE], NO_NOISE, [webgoat-lessons/ssrf/src/main/java/org/owasp/webgoat/ssrf/SSRFTask1.java|RENAME_PARAMETER, webgoat-lessons/ssrf/src/main/java/org/owasp/webgoat/ssrf/SSRFTask1.java|RENAME_VARIABLE]]","[completed, stealTheCheese]"
"E:\project-DataSets20240917\WebGoat","[1e9503e920f70d05f9f66c9cdef42f1935d39fbd, ac6950b5bb35a01955fb027fa31cc01877f19f39, d1bfcef3ce195bcb090451f8c9c2832ac866ad61, f603d53745a752489f018309c5691b0abffc001f]","[[webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/advanced/SqlInjectionQuiz.java|RENAME_ATTRIBUTE], NO_NOISE, NO_NOISE, NO_NOISE]","[completed, getResults]"
"E:\project-DataSets20240917\WebGoat","[23732ffac98ba0e1dcd6526e70695609b17b8e6b, 797a2601e244ea91760165ecb270ae135c54bed9, 7aaf2eae75b5906699c902eca92f7df981786c49, ba715f72a535e05da01530ca594d5a47f2278506]","[NO_NOISE, NO_NOISE, [webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/advanced/SqlInjectionQuiz.java|RENAME_PARAMETER], [webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/advanced/SqlInjectionQuiz.java|RENAME_PARAMETER, webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/advanced/SqlInjectionQuiz.java|RENAME_VARIABLE]]","[completed]"
"E:\project-DataSets20240917\WebGoat","[0f0abd8e47d0cb62278e94298ca8cd0f96245c51, c8c8862ef2892826b428845d29d96d7cbc145976, d4abebd56e602bf5604a1ce54b1bebafa835ba20, edf5d1faa8bae59625ce072482f867dcd0a23906]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[012f7b3755dbfb9b9747154494355c99a73bcc60, b89ad481516b87d71fda714ff45978f82518806b, c54e31e636c63dbf2578a143bbc0e0357b9a779a, e2b3bc828301d718cc0c303d2a381e9db97aa241]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[10e3ce798b408b2f78e1651365d015fb235a5eea, 1d821031e43ff57751144acc80fc3975fdedb9b7, 9b7038feffdfe4948e92de66505700768eff3401, e527204bd5e33556f826973e7e61f03d1a0c9110]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[0bf30f879f7b2c6e06f576f6353083d477056f4e, 22c8406ddb74145b5e487b283f0a4350f1018f84, a66a8bcfded197f5274de1faf75d3844c8839fe2, ee9b4614f10784ffefd6e82177022090d02864b1]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[0215227b438c551f4e400e6ff1bed8603b28a6c5, 1c1ca28a0975918218597c04e8b2e704d8b7449d, b8b143c345fd8ac85cebd55d5bbd49595d328445, f5a5ecee6c59764548e853120ed98d9044936fc5]","[NO_NOISE, NO_NOISE, NO_NOISE, [webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/advanced/SqlInjectionQuiz.java|INVERT_CONDITION]]","[completed]"
"E:\project-DataSets20240917\WebGoat","[315cc6730dde2cfbb1dd0bf4c83cefdef412559c, 9e8af839ac890bdcac70576fa7928c4ed3d03323, d2384524ad88aaaf8276cebecad6a4fff71cc6e1, ec3e418246a58561759df786603769d6e09e3b9d]","[[webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/advanced/SqlInjectionQuiz.java|RENAME_ATTRIBUTE, webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/advanced/SqlInjectionQuiz.java|RENAME_VARIABLE], NO_NOISE, NO_NOISE, NO_NOISE]","[completed, getResults]"
"E:\project-DataSets20240917\WebGoat","[02a233726c841689cd11ffe922574375931d717f, 7d03747aff2174d4997756352ce4a50564cd6d71, c1463b9d61160dc6baee80ff13fdcd60b973adfc, f8fffe6f2fac95ca258fa25d2191a21771fc5130]","[[webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/introduction/SqlInjectionLesson10.java|RENAME_PARAMETER, webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/introduction/SqlInjectionLesson10.java|RENAME_VARIABLE, webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/introduction/SqlInjectionLesson9.java|RENAME_VARIABLE, webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/mitigation/SqlInjectionLesson10b.java|EXTRACT_VARIABLE, webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/mitigation/SqlInjectionLesson10b.java|INVERT_CONDITION, webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/mitigation/SqlInjectionLesson10b.java|RENAME_PARAMETER, webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/sql_injection/mitigation/SqlInjectionLesson10b.java|RENAME_VARIABLE], NO_NOISE, NO_NOISE, NO_NOISE]","[JavaObjectFromString, SqlInjectionLesson10, SqlInjectionLesson9, calculateTime, checkSalaryRanking, check_text, compileFromString, completed, getJavaFileContentsAsString, injectableQueryAvailability, injectableQueryIntegrity, tableExists]"
"E:\project-DataSets20240917\WebGoat","[55d97eecbe5a4fe4fa38862834597869661d3bb8, 9499faa4b08f5c6d072ea1eb2a00c6f06ffc561c, fc3fddc71ca7118feb89fd7cbadbda0dc911f572, ff9d7b6aa26b231989bdcfffd239f05646931924]","[NO_NOISE, NO_NOISE, [webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/secure_password/SecurePasswordsAssignment.java|RENAME_VARIABLE], NO_NOISE]","[calculateTime, completed]"
"E:\project-DataSets20240917\WebGoat","[20b21c7b81e857f784eeb1df2f0432668771e995, 5540b417973f8b12964efab20810a6e4c899433c, 6c810e29f24b7a4696f55fea37beb3653fe1873a, 99b96e935f2f3596d9cb144f88bdfe81e1f66dec]","[NO_NOISE, [webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/secure_password/SecurePasswordsAssignment.java|RENAME_VARIABLE], NO_NOISE, NO_NOISE]","[calculateTime, completed]"
"E:\project-DataSets20240917\WebGoat","[0dcb5cd142d6ae412ad127b3b3d7b934818e7c26, 7ad27c65c0c01e73ba8d030c9bda0579df36c375, 96761e26741cbdbc0d00d68b9df0e3b406f2bd36, db99412898ee4214eff0fed255fb93f1a981fe1d]","[NO_NOISE, [webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/secure_password/SecurePasswordsAssignment.java|RENAME_VARIABLE], [webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/secure_password/SecurePasswordsAssignment.java|RENAME_PARAMETER, webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/secure_password/SecurePasswordsAssignment.java|RENAME_VARIABLE], NO_NOISE]","[calculateTime, completed]"
"E:\project-DataSets20240917\WebGoat","[3920c0913e13c0396da0e9e73be7d565b94276c5, 3e252b617491708aab43696ab8d8500af2c3196d, 4c138dbac7d36e92ad8ccb87f27057533dd1e70e, 588b275a5e3deafc55f82daa278e0ce17d7a8d83]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[calculateTime, completed]"
"E:\project-DataSets20240917\WebGoat","[497697e397ed587f82bd6d9c3509dc8d722de2ad, 8d0cab1451473fc1b0609e3f8ca18cb0bc290840, d8747a467d48f9cbae0ba32866c2f188f011b17e, dc9c0163aa354aeca27ee3848fca22e5a04c436b]","[[webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/secure_password/SecurePasswordsAssignment.java|RENAME_VARIABLE], NO_NOISE, NO_NOISE, NO_NOISE]","[calculateTime, completed]"
"E:\project-DataSets20240917\WebGoat","[1147733e06ba3fd58fdfdf71954ff7e90e517b3a, 453e4d6fabda68cabff5fbd5df740c85e336a15d, 69a65a2eb65aabcc466ef64793c30891f45a623c, d785960f491fd53709aa3b031c823dd14c03ef6e]","[NO_NOISE, NO_NOISE, [webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/secure_password/SecurePasswordsAssignment.java|RENAME_VARIABLE], [webgoat-lessons/path-traversal/src/main/java/org/owasp/webgoat/path_traversal/ProfileUpload.java|RENAME_PARAMETER]]","[ProfileUpload, calculateTime, completed, uploadFileHandler]"
"E:\project-DataSets20240917\WebGoat","[5b6758f97340967436db14ff03bea65a8c3e49b2, 9acc705daf971e5de81523c536bb75c25e96343c, c2a7d5bd57f258b5876ab6498957f20d0cace3e1, d699d58c9b2e7d67cd893bb3fdebfc694c4a63a4]","[[webgoat-lessons/path-traversal/src/main/java/org/owasp/webgoat/path_traversal/ProfileUpload.java|RENAME_PARAMETER], [webgoat-lessons/path-traversal/src/main/java/org/owasp/webgoat/path_traversal/ProfileUpload.java|RENAME_PARAMETER], [webgoat-lessons/path-traversal/src/main/java/org/owasp/webgoat/path_traversal/ProfileUpload.java|RENAME_PARAMETER], [webgoat-lessons/path-traversal/src/main/java/org/owasp/webgoat/path_traversal/ProfileUpload.java|RENAME_PARAMETER]]","[ProfileUpload, uploadFileHandler]"
"E:\project-DataSets20240917\WebGoat","[102cab5988092ccd9cd24218213070c39a58da99, 343cb79a2ddb68046481ec53528576ffd166fd76, 3b75fda01b997be4f25bb53c0cf687234db505d7, beea6d1bc24b1bf00f5e4eae83876f9e01e647f4]","[[webgoat-lessons/path-traversal/src/main/java/org/owasp/webgoat/path_traversal/ProfileUpload.java|RENAME_PARAMETER], [webgoat-lessons/path-traversal/src/main/java/org/owasp/webgoat/path_traversal/ProfileUpload.java|RENAME_PARAMETER], [webgoat-lessons/path-traversal/src/main/java/org/owasp/webgoat/path_traversal/ProfileUpload.java|RENAME_PARAMETER, webgoat-lessons/path-traversal/src/main/java/org/owasp/webgoat/path_traversal/ProfileUploadBase.java|INVERT_CONDITION], [webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|RENAME_PARAMETER, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|RENAME_VARIABLE]]","[ProfileUpload, ProfileUploadRetrieval, attemptWasMade, defaultImage, execute, fakeClickingLinkEmail, getProfilePicture, initAssignment, sendMailToUser, solvedIt, uploadFileHandler]"
"E:\project-DataSets20240917\WebGoat","[3ab23e2520d98e0aeb5afc85e82cb2932ed95503, 7d4f4226422a101cd90091f1e7e0d50342c2a65c, 9d1fbba01a3c85490fbf1dd02f2da4b5d92137b1, b195398c3a0b4bb08cd05edd7b726989a1d5f274]","[[webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/TriedQuestions.java|RENAME_ATTRIBUTE, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/TriedQuestions.java|RENAME_PARAMETER], NO_NOISE, [webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|RENAME_PARAMETER, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|RENAME_VARIABLE], NO_NOISE]","[ResetLinkAssignmentForgotPassword, fakeClickingLinkEmail, incr, isComplete, sendMailToUser, sendPasswordResetLink]"
"E:\project-DataSets20240917\WebGoat","[146d7f259db149bc6e54a4c5a0bdc9d7026eafe2, 1b653df1857a366a2fc2a9a63f9f9f5bfe41f103, 3da38883c4449535ffb2cfb7e162545b69b68581, 74f16f7e500056c5e8e0320d8fa619cfd9a86a06]","[[webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|RENAME_PARAMETER], [webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|RENAME_PARAMETER, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|RENAME_VARIABLE], [webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|RENAME_PARAMETER, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|RENAME_VARIABLE], [webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/TriedQuestions.java|RENAME_ATTRIBUTE, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/TriedQuestions.java|RENAME_PARAMETER]]","[ResetLinkAssignmentForgotPassword, fakeClickingLinkEmail, incr, isComplete, sendMailToUser, sendPasswordResetLink]"
"E:\project-DataSets20240917\WebGoat","[2211e97be033cdcbc5e0e063004f9b05a480f3bf, 6dc43dac65c3bc07e8b2d0251b0a1a0c88de77b6, ef46762743dae703e8e027ea464d72cec50a8e1e, f32c13b38f989a5ae45603e92f3b4fccd81dd981]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[sendMailToUser, sendPasswordResetLink]"
"E:\project-DataSets20240917\WebGoat","[25d1801cdbdb41373224d0eb0cad61ecbe513ed6, 5ca4c0d1c43c95c8e81341322428756cb0c9fa26, c5dcf4d4234f89d5dcd9fb8e27b01793ab442394, d67397df8c027dd21a0e34b61d071605470a8598]","[[webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|INVERT_CONDITION], [webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignmentForgotPassword.java|EXTRACT_VARIABLE], NO_NOISE, NO_NOISE]","[sendMailToUser, sendPasswordResetLink]"
"E:\project-DataSets20240917\WebGoat","[3ff30a863fa13bb48837798fc185447d1ac245a0, 52dc6c9d8e2fce10be911b2bac6e0b17caaec03e, 5301dc038075bc72053dc2e0c455c62073e70cd5, 7d6276d64f9c4b97100f892154700b61c89a6a68]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[sendMailToUser, sendPasswordResetLink]"
"E:\project-DataSets20240917\WebGoat","[2105264075c4686ef023c2b7965fb98081155586, 2183d8687cf0cc4854531929cbaec1590f01c404, 76b22450b8f7d1ec014624602cda584dbab6d82d, ad3dd3e0ec0bca29107739eed2f54cbc6500102c]","[[webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignment.java|EXTRACT_VARIABLE, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignment.java|INVERT_CONDITION, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignment.java|RENAME_PARAMETER, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/ResetLinkAssignment.java|RENAME_VARIABLE, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/SecurityQuestionAssignment.java|INVERT_CONDITION, webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/password_reset/SecurityQuestionAssignment.java|RENAME_ATTRIBUTE], NO_NOISE, NO_NOISE, NO_NOISE]","[ResetLinkAssignmentForgotPassword, changePassword, checkIfLinkIsFromTom, completed, fakeClickingLinkEmail, illegalCall, login, passwordReset, resetPassword, sendPasswordResetLink]"
"E:\project-DataSets20240917\WebGoat","[45d8d9eb270a1b23f4af4e53190077f9fcd10534, 8f88e9e2472bb28d42238252f16a427fdadee686, a7263fb8fc2151e24ab74710461560ba578ca996, e7c614c7c8a9c36a4d1590206463e44a11b9ed7c]","[NO_NOISE, NO_NOISE, NO_NOISE, NO_NOISE]","[completed]"
"E:\project-DataSets20240917\WebGoat","[19e494ec936a1d9ed5d5182a41cfaa836897acb1, 33ea930d3dde23387b96f9a71512da7cc7ef6c40, 45bcc64c9ee63bde243c92d873d19129fa4cdabb, 6f5b91b813c10fb399d8e05dc42b4f30abf3a237]","[[webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/missing_ac/MissingFunctionACHiddenMenus.java|RENAME_PARAMETER], [webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/missing_ac/MissingFunctionACHiddenMenus.java|RENAME_PARAMETER], [webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/missing_ac/MissingFunctionACHiddenMenus.java|RENAME_PARAMETER], [webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/missing_ac/MissingFunctionACHiddenMenus.java|RENAME_PARAMETER]]","[completed]"
"E:\project-DataSets20240917\WebGoat","[21760c336f265745fb8311ef20d5935293bf3b89, 52929039b1f658fab5fe30fe3b4f9b81574d21ad, 9aa3673cbee6798fbd255c8cd1147fac5a07f86d, cfc6930a2bc5fbfcdf56fbc1af44f8a5abae326e]","[[webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/missing_ac/MissingFunctionACHiddenMenus.java|RENAME_PARAMETER], [webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/missing_ac/MissingFunctionACHiddenMenus.java|RENAME_PARAMETER], [webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/missing_ac/DisplayUser.java|RENAME_ATTRIBUTE, webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/missing_ac/DisplayUser.java|RENAME_PARAMETER, webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/missing_ac/DisplayUser.java|RENAME_VARIABLE, webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/missing_ac/Users.java|EXTRACT_VARIABLE], NO_NOISE]","[DisplayUser, Users, completed, genUserHash, getUserHash, getUsername, getUsers, incrementNumberOfVotes, isAdmin, reset]"
"E:\project-DataSets20240917\WebGoat","[015a93f3a3c299a812d9b159336044e5d89c03e0, aa5ad3e447d10c0d8aaf4e4ae0c044eb453d707e, e1f401af90ed121fc632c7f635fc527048d48242, f5c3600e93e2701dc591892b061a7a36a6a4da30]","[[webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/jwt/votes/Vote.java|RENAME_ATTRIBUTE, webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/jwt/votes/Vote.java|RENAME_PARAMETER], NO_NOISE, [webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/jwt/votes/Vote.java|RENAME_ATTRIBUTE, webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/jwt/votes/Vote.java|RENAME_PARAMETER], NO_NOISE]","[Vote, calculateStars, incrementNumberOfVotes, reset]"
"E:\project-DataSets20240917\WebGoat","[461a095172250a06489bbeff75cd9d599dda3c48, 6b9d2fa81561fdf24a467a01b624ef84ed91e159, aba25b86e34be6aacca3f598359cb0b517b2ae9d, e3c0f3934344de88bcf34ffb0d607508d0033e16]","[[webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/jwt/votes/Vote.java|RENAME_PARAMETER], NO_NOISE, [webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/jwt/votes/Vote.java|RENAME_ATTRIBUTE, webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/jwt/votes/Vote.java|RENAME_PARAMETER], NO_NOISE]","[Vote, calculateStars, incrementNumberOfVotes, reset]"
