"project_name","start_end_SHA","noiseType","changeSet-triple"
"E:\project-DataSets20240920\netty","[5890e6ddda133b8c96d6d2d19286fae6c7ac48c3, b7db079d9029e4f0423bfed1ebfdc0b220a6fcd6, 9c143856517711c13f95b58f5a50fd79e4fe5fd8, 5890e6ddda133b8c96d6d2d19286fae6c7ac48c3, d46d4a7d5a1f8d3ce270c95ec385f09dd9342f2d, 9c143856517711c13f95b58f5a50fd79e4fe5fd8]","[NO_NOISE, NO_NOISE, [transport-native-unix-common/src/main/java/io/netty/channel/unix/DomainSocketAddress.java|RENAME_PARAMETER, transport-native-unix-common/src/main/java/io/netty/channel/unix/IovArray.java|INVERT_CONDITION, transport-native-unix-common/src/main/java/io/netty/channel/unix/IovArray.java|RENAME_ATTRIBUTE, transport-native-unix-common/src/main/java/io/netty/channel/unix/IovArray.java|RENAME_PARAMETER, transport-native-unix-common/src/main/java/io/netty/channel/unix/IovArray.java|RENAME_VARIABLE, transport-native-unix-common/src/main/java/io/netty/channel/unix/RawUnixChannelOption.java|RENAME_ATTRIBUTE, transport-native-unix-common/src/main/java/io/netty/channel/unix/RawUnixChannelOption.java|RENAME_PARAMETER, transport-native-unix-common/src/main/java/io/netty/channel/unix/UnixChannelUtil.java|RENAME_PARAMETER]]","[DatagramSocketAddress, DomainSocketAddress, IovArray, PeerCredentials, UnixChannelUtil, add, clear, computeRemoteAddr, equals, gids, hashCode, isBufferCopyNeededForWrite, localAddress, path, pid, receivedAmount, toString, uid]"
"E:\project-DataSets20240920\netty","[14bad433db614795f34ee6b7da683a60b8b761b6, d46d4a7d5a1f8d3ce270c95ec385f09dd9342f2d, 8e88cc6b5957d94496a5a3a1eb3214cfa766fd49, 14bad433db614795f34ee6b7da683a60b8b761b6, 1403bb97382d5ca7d82f3e26901faffa9893b82e, 8e88cc6b5957d94496a5a3a1eb3214cfa766fd49]","[NO_NOISE, NO_NOISE, [transport-native-unix-common-tests/src/main/java/io/netty/channel/unix/tests/SocketTest.java|RENAME_VARIABLE]]","[testRawOpt, testReceivedBufferSize, testSendBufferSize]"
"E:\project-DataSets20240920\netty","[b29ecb502d47eeeafa1710dba0d59547b1c05f71, 1403bb97382d5ca7d82f3e26901faffa9893b82e, be2b7b12fa3d1897260bd1581c2ee7e858f150de, b29ecb502d47eeeafa1710dba0d59547b1c05f71, 498cb208ce31d49e20e8206f11c2f76b503ad15e, be2b7b12fa3d1897260bd1581c2ee7e858f150de]","[NO_NOISE, [transport-native-unix-common-tests/src/main/java/io/netty/channel/unix/tests/SocketTest.java|RENAME_VARIABLE], NO_NOISE]","[testRawOpt, testReceivedBufferSize, testSendBufferSize]"
"E:\project-DataSets20240920\netty","[1a090c118d412bccb1f1c398799851dd7cd1b5bf, 498cb208ce31d49e20e8206f11c2f76b503ad15e, 7b64ce89c60fb11cf245eebfb22ffa076d18c116, 1a090c118d412bccb1f1c398799851dd7cd1b5bf, 51e5a2dc5df0f0f5a0bb48a2caaa77d5cd640fe6, 7b64ce89c60fb11cf245eebfb22ffa076d18c116]","[NO_NOISE, [transport-native-unix-common-tests/src/main/java/io/netty/channel/unix/tests/SocketTest.java|RENAME_VARIABLE], NO_NOISE]","[testDoubleCloseDoesNotThrow, testReceivedBufferSize, testSendBufferSize]"
"E:\project-DataSets20240920\netty","[b33ac1aac19bacc3b22c297cb8272b430b8606c3, 51e5a2dc5df0f0f5a0bb48a2caaa77d5cd640fe6, dcdbcae93e96ae3865b4abf6391f50d44a06b7f9, b33ac1aac19bacc3b22c297cb8272b430b8606c3, 4bfa8affa4250fadc42846482d4dbf9c5417be7e, dcdbcae93e96ae3865b4abf6391f50d44a06b7f9]","[NO_NOISE, [transport-native-unix-common-tests/src/main/java/io/netty/channel/unix/tests/SocketTest.java|RENAME_VARIABLE], [transport-native-unix-common-tests/src/main/java/io/netty/channel/unix/tests/SocketTest.java|RENAME_VARIABLE]]","[testDoubleCloseDoesNotThrow, testReceivedBufferSize, testSendBufferSize]"
"E:\project-DataSets20240920\netty","[4c9eec7a4881fcf63ab8814298c3e08fec2c95bd, 4bfa8affa4250fadc42846482d4dbf9c5417be7e, 7a9ada0f372b9287936ff4c78133809711348f58, 4c9eec7a4881fcf63ab8814298c3e08fec2c95bd, d917bfd33bbc6d11090992630b09fa702957f259, 7a9ada0f372b9287936ff4c78133809711348f58]","[NO_NOISE, [transport-native-unix-common-tests/src/main/java/io/netty/channel/unix/tests/DetectPeerCloseWithoutReadTest.java|RENAME_VARIABLE, transport-native-unix-common-tests/src/main/java/io/netty/channel/unix/tests/IovArrayTest.java|RENAME_PARAMETER, transport-native-unix-common-tests/src/main/java/io/netty/channel/unix/tests/IovArrayTest.java|RENAME_VARIABLE, transport-native-unix-common-tests/src/main/java/io/netty/channel/unix/tests/SocketTest.java|RENAME_VARIABLE], [transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainSocketChannelConfig.java|INVERT_CONDITION]]","[NoMemoryAddressByteBuf, channelRead0, clientChannel, clientCloseWithoutServerReadIsDetected0, clientCloseWithoutServerReadIsDetectedNoExtraReadRequested, getOption, hasMemoryAddress, newDomainSocketAddress, newGroup, newInetLoopbackSocketAddress, newSocket, newSocketAddress, serverCloseWithoutClientReadIsDetected0, serverCloseWithoutClientReadIsDetectedExtraReadRequested, setOption, setRcvAllocTransportProvidesGuess, setup, tearDown, testKeepAlive, testNotFailsWihtoutMemoryAddress, testRawOpt, testReceivedBufferSize, testSendBufferSize, testTcpNoDelay]"
"E:\project-DataSets20240920\netty","[723c8e4e5fdfa6058ac12be60e0ad7efe977b190, d917bfd33bbc6d11090992630b09fa702957f259, 9da77b1f3819ece0a66f3bee9a1056a7b00b2158, 723c8e4e5fdfa6058ac12be60e0ad7efe977b190, b4a9b7a653ad6861efba0c7eef5318379ea94ce4, 9da77b1f3819ece0a66f3bee9a1056a7b00b2158]","[NO_NOISE, [transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainSocketChannelConfig.java|RENAME_PARAMETER, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainSocketChannelConfig.java|RENAME_VARIABLE], [transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainSocketChannelConfig.java|RENAME_PARAMETER]]","[setAllowHalfClosure, setConnectTimeoutMillis, setMessageSizeEstimator, setOption, setSendBufferSize]"
"E:\project-DataSets20240920\netty","[ae1747ca5d667dc206c30b0f924656b62a11bc0d, b4a9b7a653ad6861efba0c7eef5318379ea94ce4, 6239d9c9f20f4be99f433a212a6314a19790a50f, ae1747ca5d667dc206c30b0f924656b62a11bc0d, 02d6d5f76e91f7386b5bd0bf66160de8277a8c2b, 6239d9c9f20f4be99f433a212a6314a19790a50f]","[[transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainSocketChannelConfig.java|RENAME_PARAMETER], NO_NOISE, [transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainSocketChannelConfig.java|RENAME_PARAMETER]]","[setAllowHalfClosure, setOption, setReceiveBufferSize, setWriteSpinCount]"
"E:\project-DataSets20240920\netty","[feb3a9cf5e14de4e8ad2652259241d8b29829f18, 02d6d5f76e91f7386b5bd0bf66160de8277a8c2b, 20751acc201d22960c1f5fa167d403c9f2240e4d, feb3a9cf5e14de4e8ad2652259241d8b29829f18, 0e47ae550f2d5329ae4503de17fd0b88eb047c80, 20751acc201d22960c1f5fa167d403c9f2240e4d]","[NO_NOISE, [transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainSocketChannelConfig.java|RENAME_PARAMETER, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainSocketChannelConfig.java|RENAME_VARIABLE], NO_NOISE]","[getOption, getSendBufferSize, setOption, setRecvByteBufAllocator]"
"E:\project-DataSets20240920\netty","[4c14a40934b3be3482fe4884d98286e1064d0015, 0e47ae550f2d5329ae4503de17fd0b88eb047c80, e7d95e9ccd4d511f8915b43475d5a9bce00b41b0, 4c14a40934b3be3482fe4884d98286e1064d0015, 574ba541832cf0d59b8ab99bbb9ad35003df4f03, e7d95e9ccd4d511f8915b43475d5a9bce00b41b0]","[[transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainSocketChannelConfig.java|RENAME_ATTRIBUTE, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainSocketChannelConfig.java|RENAME_PARAMETER], [transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/AcceptFilter.java|EXTRACT_VARIABLE], [transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/AbstractKQueueChannel.java|EXTRACT_VARIABLE, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/AbstractKQueueChannel.java|INVERT_CONDITION, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/AbstractKQueueChannel.java|RENAME_ATTRIBUTE, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/AbstractKQueueChannel.java|RENAME_PARAMETER, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/AbstractKQueueChannel.java|RENAME_VARIABLE, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueDomainDatagramChannelConfig.java|INVERT_CONDITION, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueEventLoop.java|EXTRACT_VARIABLE, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueEventLoop.java|RENAME_ATTRIBUTE, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueEventLoop.java|RENAME_PARAMETER, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueEventLoop.java|RENAME_VARIABLE, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueServerChannelConfig.java|RENAME_PARAMETER, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueServerChannelConfig.java|RENAME_VARIABLE, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueServerSocketChannel.java|RENAME_ATTRIBUTE, transport-classes-kqueue/src/main/java/io/netty/channel/kqueue/KQueueServerSocketChannel.java|RENAME_PARAMETER]]","[AbstractKQueueChannel, AbstractKQueueDatagramChannel, AcceptFilter, KQueueDomainDatagramChannelConfig, KQueueDomainSocketChannel, KQueueDomainSocketChannelConfig, KQueueEventLoop, KQueueServerChannelConfig, KQueueServerSocketChannel, cleanup, clearReadFilter0, config, connect, doBeginRead, doBind, doConnect, doDeregister, doRegister, doWrite, doWriteBytes, doWriteMessage, doWriteSingle, equals, filterArgs, filterName, filterOutboundMessage, fulfillConnectPromise, getOption, getOptions, getReadMode, getReceiveBufferSize, getSendBufferSize, isAllowHalfClosure, isCompatible, isOpen, isReuseAddress, isTcpFastOpen, kqueueWait, localAddress, localAddress0, metadata, newDirectBuffer, newDirectBuffer0, newTaskQueue, newUnsafe, peerCredentials, readEOF, readReadyFd, readReadyFinally, registeredChannelsIterator, remoteAddress, remoteAddress0, run, setAllocator, setAllowHalfClosure, setAutoClose, setAutoRead, setConnectTimeoutMillis, setMaxMessagesPerRead, setMessageSizeEstimator, setOption, setRcvAllocTransportProvidesGuess, setReadMode, setReceiveBufferSize, setRecvByteBufAllocator, setSendBufferSize, setWriteBufferHighWaterMark, setWriteBufferLowWaterMark, setWriteBufferWaterMark, setWriteSpinCount, unregisterFilters, wakeup]"
"E:\project-DataSets20240920\netty","[6269546bca84af439d16008c326b20bedbda1b8c, 574ba541832cf0d59b8ab99bbb9ad35003df4f03, f6368963508b60b675569844e3adce9607d0655b, 6269546bca84af439d16008c326b20bedbda1b8c, 8507dec7e79efb071ced80d80558bd17d12b3f87, f6368963508b60b675569844e3adce9607d0655b]","[NO_NOISE, NO_NOISE, NO_NOISE]","[getOption, setOption]"
"E:\project-DataSets20240920\netty","[8c6b82f6eaec1c23a55b68e47e9d417c8e311f86, 8507dec7e79efb071ced80d80558bd17d12b3f87, ed1952882a5e0b5ae47344bb1c472da70167c0ff, 8c6b82f6eaec1c23a55b68e47e9d417c8e311f86, d5fd08d6ca655cb07a301c71bf9cbd2fcbc8bd9e, ed1952882a5e0b5ae47344bb1c472da70167c0ff]","[NO_NOISE, NO_NOISE, NO_NOISE]","[getOption, setOption]"
"E:\project-DataSets20240920\netty","[fa5d3ec392d24a054d928514462e89f80773e2a2, d5fd08d6ca655cb07a301c71bf9cbd2fcbc8bd9e, 43a070636314a6c99f4378670030f62ec59cd91e, fa5d3ec392d24a054d928514462e89f80773e2a2, add020ab529fce5170f12284971c2649c2b4269e, 43a070636314a6c99f4378670030f62ec59cd91e]","[[transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollServerChannelConfig.java|INVERT_CONDITION], NO_NOISE, NO_NOISE]","[getOption, setOption]"
"E:\project-DataSets20240920\netty","[139f26c15098d5758ba58ff62ac2a229cdcae257, add020ab529fce5170f12284971c2649c2b4269e, 67db72c55c0bd18a3df88855a547232b035e9712, 139f26c15098d5758ba58ff62ac2a229cdcae257, 93d4deec336e49d934e553ed308c3d2bfbf9f8a4, 67db72c55c0bd18a3df88855a547232b035e9712]","[NO_NOISE, NO_NOISE, NO_NOISE]","[getOption, setOption]"
"E:\project-DataSets20240920\netty","[a4e4afad35acfd90ec8a0971855b5eb13a2cb729, 93d4deec336e49d934e553ed308c3d2bfbf9f8a4, 0941c170b979a305a9cf68a4220d44bc63cd6413, a4e4afad35acfd90ec8a0971855b5eb13a2cb729, 9d3683907ff71042c46c9c0d6f85cc2a549419d8, 0941c170b979a305a9cf68a4220d44bc63cd6413]","[NO_NOISE, [transport-classes-epoll/src/main/java/io/netty/channel/epoll/Epoll.java|RENAME_ATTRIBUTE, transport-classes-epoll/src/main/java/io/netty/channel/epoll/Epoll.java|RENAME_VARIABLE, transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollEventArray.java|RENAME_ATTRIBUTE, transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollEventArray.java|RENAME_PARAMETER, transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollEventLoopGroup.java|RENAME_PARAMETER, transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollServerSocketChannel.java|RENAME_PARAMETER, transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollSocketChannelConfig.java|INVERT_CONDITION, transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollSocketChannelConfig.java|RENAME_PARAMETER, transport-classes-epoll/src/main/java/io/netty/channel/epoll/EpollSocketChannelConfig.java|RENAME_VARIABLE, transport-classes-epoll/src/main/java/io/netty/channel/epoll/Native.java|EXTRACT_VARIABLE, transport-classes-epoll/src/main/java/io/netty/channel/epoll/Native.java|RENAME_ATTRIBUTE, transport-classes-epoll/src/main/java/io/netty/channel/epoll/Native.java|RENAME_PARAMETER, transport-classes-epoll/src/main/java/io/netty/channel/epoll/Native.java|RENAME_VARIABLE], NO_NOISE]","[EpollEventLoopGroup, EpollServerChannelConfig, EpollServerSocketChannel, EpollSocketChannelConfig, epollCreate, epollCtlAdd, epollWait, eventFdRead, getOption, getOptions, isCompatible, isSupportingUdpSegment, isTcpCork, newChild, newEpollCreate, newEventFd, newSocketAddress, newTimerFd, run, sendmmsg, setOption, setReceiveBufferSize, setTcpKeepCnt, splice, timerFd]"
"E:\project-DataSets20240920\netty","[75313e9f6c78dbe9a262a97e4491a0ca81190c58, 9d3683907ff71042c46c9c0d6f85cc2a549419d8, a0e4da502bead71c4fc4e1dda9052e65b2ae0c68, 75313e9f6c78dbe9a262a97e4491a0ca81190c58, d9764ce4d3782f3377d1dfd382f1af725e15ea06, a0e4da502bead71c4fc4e1dda9052e65b2ae0c68]","[[testsuite/src/main/java/io/netty/testsuite/transport/socket/AbstractDatagramTest.java|RENAME_PARAMETER], NO_NOISE, [testsuite/src/main/java/io/netty/testsuite/transport/socket/AbstractDatagramTest.java|INVERT_CONDITION]]","[configure, newSocketAddress]"
