"project_name","start_end_SHA","noiseType","changeSet-triple"
"E:\project-DataSets20240920\netty","[ae4aab86c3a05ee577637aea641b599d73d23545, d01c2657a13afa110178c8290372bc08d286adc6, e1aa526b566a38eaf8255b502cae28aab3dbca16, ae4aab86c3a05ee577637aea641b599d73d23545, 651ffebf073349c44c44e8ff9b796b238caf0d9a, e1aa526b566a38eaf8255b502cae28aab3dbca16]","[NO_NOISE, [microbench/src/main/java/io/netty/handler/codec/http2/HpackUtilBenchmark.java|RENAME_VARIABLE], NO_NOISE]","[newEquals, newTestEncoder, oldEquals]"
"E:\project-DataSets20240920\netty","[cc59ed6f684892fadb046c4a50160b49df606c83, 651ffebf073349c44c44e8ff9b796b238caf0d9a, f5be48e331d2c8f7176c987547e290cd55ce08cf, cc59ed6f684892fadb046c4a50160b49df606c83, 4dd9d3891fad97cd6461fbcbad611c440fcf504e, f5be48e331d2c8f7176c987547e290cd55ce08cf]","[NO_NOISE, NO_NOISE, NO_NOISE]","[newEquals, oldEquals]"
"E:\project-DataSets20240920\netty","[06b55f50137d1d3d1285aa696678c65465482054, 4dd9d3891fad97cd6461fbcbad611c440fcf504e, bb72c12e2e60e9d903d01e3d3708d7f102d71fc8, 06b55f50137d1d3d1285aa696678c65465482054, 3266973b371819bdc95b0f34167184f551b806df, bb72c12e2e60e9d903d01e3d3708d7f102d71fc8]","[NO_NOISE, NO_NOISE, NO_NOISE]","[newEquals, oldEquals]"
"E:\project-DataSets20240920\netty","[f552be0c7fa82deea8ccfdc8ec7a0b078f4ea1c3, 3266973b371819bdc95b0f34167184f551b806df, 6b817a96a2f38718bad6660a4c3e44c788ecd036, f552be0c7fa82deea8ccfdc8ec7a0b078f4ea1c3, 00353758c17dd6aaff10a20ea58e508c3edaf1f6, 6b817a96a2f38718bad6660a4c3e44c788ecd036]","[NO_NOISE, NO_NOISE, NO_NOISE]","[newEquals, oldEquals]"
"E:\project-DataSets20240920\netty","[54d58060937bd7a47df1b318a5385789b8b4c7a5, 00353758c17dd6aaff10a20ea58e508c3edaf1f6, 604e7c0682d55567e51a3142e18dccdb633475b3, 54d58060937bd7a47df1b318a5385789b8b4c7a5, d6f8b970ce97234b1d793a76ff1cfd1a9451bbf4, 604e7c0682d55567e51a3142e18dccdb633475b3]","[NO_NOISE, NO_NOISE, [microbench/src/main/java/io/netty/handler/codec/http2/HpackUtilBenchmark.java|INVERT_CONDITION]]","[newEquals, newTestEncoder, oldEquals]"
"E:\project-DataSets20240920\netty","[ebe68cd6bd2c11c63c3c3974a41ad4e7d3edee78, d6f8b970ce97234b1d793a76ff1cfd1a9451bbf4, 1dfd180a7b65bd7e75e39e89fe3c4eb404c62cb9, ebe68cd6bd2c11c63c3c3974a41ad4e7d3edee78, 6894d7d272de7a4700c7c613ef6b59526647c154, 1dfd180a7b65bd7e75e39e89fe3c4eb404c62cb9]","[NO_NOISE, [microbench/src/main/java/io/netty/buffer/AbstractByteBufGetCharSequenceBenchmark.java|RENAME_ATTRIBUTE, microbench/src/main/java/io/netty/buffer/CompositeByteBufWriteOutBenchmark.java|RENAME_VARIABLE, microbench/src/main/java/io/netty/handler/codec/http2/HpackDecoderBenchmark.java|RENAME_PARAMETER, microbench/src/main/java/io/netty/handler/codec/http2/HpackDecoderBenchmark.java|RENAME_VARIABLE, microbench/src/main/java/io/netty/handler/codec/http2/HpackDecoderULE128Benchmark.java|RENAME_VARIABLE, microbench/src/main/java/io/netty/microbench/buffer/SlicedByteBufBenchmark.java|RENAME_ATTRIBUTE, microbench/src/main/java/io/netty/microbench/buffer/SlicedByteBufBenchmark.java|RENAME_VARIABLE, microbench/src/main/java/io/netty/microbench/buffer/UnsafeByteBufBenchmark.java|RENAME_ATTRIBUTE, microbench/src/main/java/io/netty/microbench/search/SearchBenchmark.java|EXTRACT_VARIABLE, microbench/src/main/java/io/netty/microbench/util/AbstractMicrobenchmarkBase.java|RENAME_VARIABLE], [handler/src/main/java/io/netty/handler/ssl/OpenSslSessionTicketKey.java|RENAME_ATTRIBUTE, handler/src/main/java/io/netty/handler/ssl/OpenSslSessionTicketKey.java|RENAME_PARAMETER]]","[HttpRequestDecoderUtils, OpenSslSessionTicketKey, aesKey, ahoCorasic, bitap, createContent, decode, decodeMaxInt, decodeMaxIntUsingLong, decodeMaxIntWithLong, decodeMaxLong, decodeULE128, decodeULE128UsingLong, getNeedle, hmacKey, indexOf, jvmArgs, kmp, makeLargeChunks, name, newEquals, newOptionsBuilder, newTestEncoder, oldEquals, randomBytes, setup, stepsBuffers, teardown, writeCBB]"
"E:\project-DataSets20240920\netty","[5bca20a665596a8fffb963a7c3ae9ebd937dc937, 6894d7d272de7a4700c7c613ef6b59526647c154, 2634cd1bcc0d57a219263931252585971317c476, 5bca20a665596a8fffb963a7c3ae9ebd937dc937, 341c2bd00cc36db1b0ea182bbfbf92529eaff663, 2634cd1bcc0d57a219263931252585971317c476]","[[handler/src/main/java/io/netty/handler/ssl/OpenSslSessionTicketKey.java|RENAME_ATTRIBUTE, handler/src/main/java/io/netty/handler/ssl/OpenSslSessionTicketKey.java|RENAME_PARAMETER], [handler/src/main/java/io/netty/handler/ssl/OpenSslSessionTicketKey.java|RENAME_PARAMETER], [handler/src/main/java/io/netty/handler/ssl/OpenSslSessionTicketKey.java|RENAME_ATTRIBUTE]]","[OpenSslSessionTicketKey, aesKey, hmacKey, name]"
"E:\project-DataSets20240920\netty","[998e1aefb1d1a0f3a3bf6ac239e2b7d92d2c6faf, 341c2bd00cc36db1b0ea182bbfbf92529eaff663, a2bffd367c1769f052654e6750152f555c85a0a1, 998e1aefb1d1a0f3a3bf6ac239e2b7d92d2c6faf, 72e6987640320d36b6ba0efd0202c13dc0cbc818, a2bffd367c1769f052654e6750152f555c85a0a1]","[[handler/src/main/java/io/netty/handler/ssl/OpenSslSessionTicketKey.java|RENAME_ATTRIBUTE, handler/src/main/java/io/netty/handler/ssl/OpenSslSessionTicketKey.java|RENAME_PARAMETER], [handler/src/main/java/io/netty/handler/ssl/OpenSslSessionTicketKey.java|RENAME_ATTRIBUTE, handler/src/main/java/io/netty/handler/ssl/OpenSslSessionTicketKey.java|RENAME_PARAMETER], NO_NOISE]","[OpenSslSessionTicketKey, aesKey, hmacKey, name, toString]"
"E:\project-DataSets20240920\netty","[4dc482a47b3f0c984e8953a1eb4687aa939a05d6, 72e6987640320d36b6ba0efd0202c13dc0cbc818, f4ffb4a3e80da053fcfbb5f5d681b9a5c6e82110, 4dc482a47b3f0c984e8953a1eb4687aa939a05d6, 753255678b522b7915948e079009bb6de25f4941, f4ffb4a3e80da053fcfbb5f5d681b9a5c6e82110]","[NO_NOISE, [handler/src/main/java/io/netty/handler/ssl/JdkNpnApplicationProtocolNegotiator.java|RENAME_PARAMETER, handler/src/main/java/io/netty/handler/ssl/OpenSslCachingKeyMaterialProvider.java|RENAME_ATTRIBUTE, handler/src/main/java/io/netty/handler/ssl/OpenSslCachingKeyMaterialProvider.java|RENAME_PARAMETER, handler/src/main/java/io/netty/handler/ssl/OpenSslCachingKeyMaterialProvider.java|RENAME_VARIABLE, handler/src/main/java/io/netty/handler/ssl/OpenSslPrivateKey.java|RENAME_ATTRIBUTE, handler/src/main/java/io/netty/handler/ssl/OpenSslPrivateKey.java|RENAME_PARAMETER, handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslServerContext.java|EXTRACT_VARIABLE, handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslServerContext.java|INVERT_CONDITION, handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslServerContext.java|RENAME_ATTRIBUTE, handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslServerContext.java|RENAME_PARAMETER, handler/src/main/java/io/netty/handler/ssl/SniCompletionEvent.java|RENAME_ATTRIBUTE, handler/src/main/java/io/netty/handler/ssl/SniCompletionEvent.java|RENAME_PARAMETER, handler/src/main/java/io/netty/handler/ssl/SniCompletionEvent.java|RENAME_VARIABLE, handler/src/main/java/io/netty/handler/ssl/SslContextBuilder.java|EXTRACT_VARIABLE, handler/src/main/java/io/netty/handler/ssl/util/FingerprintTrustManagerFactoryBuilder.java|RENAME_ATTRIBUTE, handler/src/main/java/io/netty/handler/ssl/util/FingerprintTrustManagerFactoryBuilder.java|RENAME_PARAMETER], [handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_ATTRIBUTE, handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_CLASS]]","[ChunkedStream, FingerprintTrustManagerFactoryBuilder, JdkNpnApplicationProtocolNegotiator, OcspResponse, OpenSslCachingKeyMaterialProvider, OpenSslCertificateException, OpenSslPrivateKey, OpenSslPrivateKeyMaterial, PrivateKeyMethod, ReferenceCountedOpenSslContext, ReferenceCountedOpenSslServerContext, SniCompletionEvent, add, certificateChain, checkErrorCode, chooseTrustManager, close, deallocate, destroy, errorCode, extractSniHostname, fingerprints, forClient, forServer, getAlgorithm, getBioNonApplicationBufferSize, getEncoded, getFormat, handle, hostname, isDestroyed, isEndOfInput, length, lookup, newKeyMaterial, newSessionContext, opensslSelectorFailureBehavior, operationComplete, privateKeyAddress, providerFor, readChunk, retain, setKeyMaterial, setUseTasks, sign, status, toBIO, toNegotiator, toString, touch, transferredBytes, translateToError, verify]"
"E:\project-DataSets20240920\netty","[c9abcfd641e0d70360099bc0ac7d4ef29cd26cd5, 753255678b522b7915948e079009bb6de25f4941, 00e71d02669e81f8e47d9f99a71a6a3f339d801b, c9abcfd641e0d70360099bc0ac7d4ef29cd26cd5, f556d11933799cb5696ac497dae1e9f9a345dda6, 00e71d02669e81f8e47d9f99a71a6a3f339d801b]","[[handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_PARAMETER], [handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_ATTRIBUTE, handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_PARAMETER], [handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_CLASS, handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_PARAMETER]]","[OcspResponse, thisUpdate, toString]"
"E:\project-DataSets20240920\netty","[a2673bdfd4b38bb32b64d1160e245e75134d0ecc, f556d11933799cb5696ac497dae1e9f9a345dda6, 431613841a75cb5f4ed104d681c2ef4b15538021, a2673bdfd4b38bb32b64d1160e245e75134d0ecc, 31e775be70f5d12c4366957ba1769f5990b96929, 431613841a75cb5f4ed104d681c2ef4b15538021]","[[handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_ATTRIBUTE, handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_PARAMETER], [handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_ATTRIBUTE, handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_PARAMETER], [handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/IoTransport.java|RENAME_ATTRIBUTE, handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/IoTransport.java|RENAME_PARAMETER, handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspClient.java|INVERT_CONDITION, handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspResponse.java|RENAME_ATTRIBUTE, handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspValidationEvent.java|RENAME_ATTRIBUTE, handler-ssl-ocsp/src/main/java/io/netty/handler/ssl/ocsp/OcspValidationEvent.java|RENAME_PARAMETER]]","[OcspResponse, OcspValidationEvent, nextUpdate, operationComplete, parseOcspUrlFromCertificate, query, response, run, status, thisUpdate, toString, validateResponse]"
"E:\project-DataSets20240920\netty","[91707f257fea63d8a10a129f0a499b42efe13743, 31e775be70f5d12c4366957ba1769f5990b96929, 6e2a0dce2f8b2550d451c7e8019fe9d0d5736ffc, 91707f257fea63d8a10a129f0a499b42efe13743, 94984bb45f86143c90ff86843a347923932cbb65, 6e2a0dce2f8b2550d451c7e8019fe9d0d5736ffc]","[[handler-proxy/src/main/java/io/netty/handler/proxy/ProxyConnectException.java|RENAME_PARAMETER], [handler-proxy/src/main/java/io/netty/handler/proxy/ProxyConnectException.java|RENAME_PARAMETER], [handler-proxy/src/main/java/io/netty/handler/proxy/ProxyConnectException.java|RENAME_PARAMETER]]","[ProxyConnectException]"
"E:\project-DataSets20240920\netty","[0b9dd85d602a8bb1d905a5b71d6b3f5d9cf5a791, 94984bb45f86143c90ff86843a347923932cbb65, 0883756141a484d48c8d6a4f1ed528536b9d7dd9, 0b9dd85d602a8bb1d905a5b71d6b3f5d9cf5a791, 21e581338ac520f5ad4d516460ac97233b004f31, 0883756141a484d48c8d6a4f1ed528536b9d7dd9]","[[handler-proxy/src/main/java/io/netty/handler/proxy/HttpProxyHandler.java|EXTRACT_VARIABLE], [handler-proxy/src/main/java/io/netty/handler/proxy/HttpProxyHandler.java|EXTRACT_VARIABLE], NO_NOISE]","[newInitialMessage]"
"E:\project-DataSets20240920\netty","[555aff198f878fb0cdc3961b5e419d3356b8a8ce, 21e581338ac520f5ad4d516460ac97233b004f31, 9d987ea2f89f0ecf3a9440e2ea30457b593a69a9, 555aff198f878fb0cdc3961b5e419d3356b8a8ce, a32c7268109195eddd7d7cb5a848031c2dc6feac, 9d987ea2f89f0ecf3a9440e2ea30457b593a69a9]","[NO_NOISE, [handler-proxy/src/main/java/io/netty/handler/proxy/HttpProxyHandler.java|INVERT_CONDITION], [handler-proxy/src/main/java/io/netty/handler/proxy/ProxyConnectionEvent.java|RENAME_ATTRIBUTE, handler-proxy/src/main/java/io/netty/handler/proxy/ProxyHandler.java|INVERT_CONDITION, handler-proxy/src/main/java/io/netty/handler/proxy/ProxyHandler.java|RENAME_ATTRIBUTE, handler-proxy/src/main/java/io/netty/handler/proxy/ProxyHandler.java|RENAME_PARAMETER, handler-proxy/src/main/java/io/netty/handler/proxy/ProxyHandler.java|RENAME_VARIABLE]]","[HttpProxyHandler, ProxyConnectionEvent, ProxyHandler, Socks4ProxyHandler, Socks5ProxyHandler, addCodec, authScheme, channelActive, connect, connectFuture, connectTimeoutMillis, destinationAddress, exceptionCaught, exceptionMessage, handleResponse, handlerAdded, isConnected, newInitialMessage, password, protocol, proxyAddress, removeDecoder, removeEncoder, safeRemoveDecoder, safeRemoveEncoder, sendConnectCommand, sendInitialMessage, setConnectFailure, setConnectSuccess, setConnectTimeoutMillis, toString, username]"
"E:\project-DataSets20240920\netty","[33dd4fc98629c8b5acd6c4bd607344b4fee566b2, a32c7268109195eddd7d7cb5a848031c2dc6feac, f959be227eb8a4aea0a8797ea50fa2494e5553ed, 33dd4fc98629c8b5acd6c4bd607344b4fee566b2, ece726edceaebac765ad8c003d5f69a91c7af602, f959be227eb8a4aea0a8797ea50fa2494e5553ed]","[NO_NOISE, [example/src/main/java/io/netty/example/udt/echo/rendezvousBytes/ByteEchoPeerHandler.java|RENAME_PARAMETER], [example/src/main/java/io/netty/example/udt/echo/rendezvousBytes/ByteEchoPeerHandler.java|RENAME_PARAMETER]]","[ByteEchoPeerHandler, channelRead0, channelReadComplete]"
"E:\project-DataSets20240920\netty","[c6706ebc59cf12de732be047b20364d8206737fc, ece726edceaebac765ad8c003d5f69a91c7af602, f07f4af97beaadb36f99a7161ff19f9bdb2ec02f, c6706ebc59cf12de732be047b20364d8206737fc, 6a7f5faf8e368f185b83a5b2065daac00ee404f1, f07f4af97beaadb36f99a7161ff19f9bdb2ec02f]","[NO_NOISE, NO_NOISE, NO_NOISE]","[ByteEchoPeerHandler]"
"E:\project-DataSets20240920\netty","[26d803c784026f3c8acfdc1788193d29756877b3, 6a7f5faf8e368f185b83a5b2065daac00ee404f1, 6e5b693de36d8ec1fee87607bb2d8c7235afcc79, 26d803c784026f3c8acfdc1788193d29756877b3, 3aaf44ddc4a7e724d4fe9aba46a14c2f162eb652, 6e5b693de36d8ec1fee87607bb2d8c7235afcc79]","[NO_NOISE, NO_NOISE, NO_NOISE]","[ByteEchoPeerHandler]"
"E:\project-DataSets20240920\netty","[067ebe0538f3a3fd1d07c2bc51ce6abf5bd5f3a1, 3aaf44ddc4a7e724d4fe9aba46a14c2f162eb652, ec6a8c65fcc4c7f055b9668671cd13cdfa1cdcfe, 067ebe0538f3a3fd1d07c2bc51ce6abf5bd5f3a1, 67d91a5502ea216573fa7e1925e1ce5c47c694dd, ec6a8c65fcc4c7f055b9668671cd13cdfa1cdcfe]","[NO_NOISE, NO_NOISE, [example/src/main/java/io/netty/example/udt/echo/rendezvousBytes/ByteEchoPeerHandler.java|RENAME_PARAMETER]]","[ByteEchoPeerHandler, channelActive, exceptionCaught]"
"E:\project-DataSets20240920\netty","[95c73503f30e29d632da9c39a2a57b90bf9b94b1, 67d91a5502ea216573fa7e1925e1ce5c47c694dd, 0d47e5a1e355efbdcb777cd64ea9ff859569afc9, 95c73503f30e29d632da9c39a2a57b90bf9b94b1, 7135446cacd8b618518d630848ebcc7500e3acc6, 0d47e5a1e355efbdcb777cd64ea9ff859569afc9]","[NO_NOISE, [example/src/main/java/io/netty/example/http/upload/HttpUploadServerInitializer.java|RENAME_ATTRIBUTE, example/src/main/java/io/netty/example/http/upload/HttpUploadServerInitializer.java|RENAME_PARAMETER, example/src/main/java/io/netty/example/http2/tiles/Http2Server.java|RENAME_VARIABLE, example/src/main/java/io/netty/example/objectecho/ObjectEchoClient.java|RENAME_ATTRIBUTE, example/src/main/java/io/netty/example/udt/echo/rendezvousBytes/ByteEchoPeerBase.java|RENAME_ATTRIBUTE, example/src/main/java/io/netty/example/udt/echo/rendezvousBytes/ByteEchoPeerBase.java|RENAME_PARAMETER, example/src/main/java/io/netty/example/udt/echo/rendezvousBytes/ByteEchoPeerBase.java|RENAME_VARIABLE], [common/src/main/java/io/netty/util/internal/logging/Slf4JLogger.java|RENAME_PARAMETER]]","[ByteEchoPeerBase, ByteEchoPeerHandler, Http2FrameClient, Http2Server, HttpUploadServerInitializer, channelActive, channelRead, channelRead0, channelReadComplete, configureTLS, error, exceptionCaught, getFactorial, initChannel, main, run, sanitizeUri, sendError, sendListing, sendNotModified, sendNumbers, sendRedirect, setDateAndCacheHeaders, setDateHeader, start]"
"E:\project-DataSets20240920\netty","[f902bd4fa6c0527c1a67458ac4f853c748f57a7e, 7135446cacd8b618518d630848ebcc7500e3acc6, 9fc12ee42ed7cc6e58888069db086e05c08d17aa, f902bd4fa6c0527c1a67458ac4f853c748f57a7e, 18a9e778feed5213fffbef7cebf1169b5af20366, 9fc12ee42ed7cc6e58888069db086e05c08d17aa]","[[common/src/main/java/io/netty/util/internal/logging/Slf4JLogger.java|RENAME_PARAMETER], [common/src/main/java/io/netty/util/internal/logging/Slf4JLogger.java|RENAME_PARAMETER], [common/src/main/java/io/netty/util/internal/logging/Slf4JLogger.java|RENAME_PARAMETER]]","[Slf4JLogger, debug, error, info, isDebugEnabled, isErrorEnabled, isInfoEnabled, isTraceEnabled, isWarnEnabled, trace, warn]"
"E:\project-DataSets20240920\netty","[a3881010c5b6063d8833c4598f5c82d6cb54a5ad, 18a9e778feed5213fffbef7cebf1169b5af20366, b07a428636e83776a08c2b49de9f3a0950dcf833, a3881010c5b6063d8833c4598f5c82d6cb54a5ad, 5892249ea3fe331e1378e27f994f7df6b73d7dac, b07a428636e83776a08c2b49de9f3a0950dcf833]","[NO_NOISE, [common/src/main/java/io/netty/util/internal/ConstantTimeUtils.java|ADD_VARIABLE_MODIFIER], NO_NOISE]","[equalsConstantTime]"
"E:\project-DataSets20240920\netty","[1ad800c37ccf99f33beb089eadf6ce261acd3522, 5892249ea3fe331e1378e27f994f7df6b73d7dac, 7112b3ca3a965f2c3c0f66bf3526687e90dbb64f, 1ad800c37ccf99f33beb089eadf6ce261acd3522, 2e44d85f89de188ddcd21863e5b76434c47b1e92, 7112b3ca3a965f2c3c0f66bf3526687e90dbb64f]","[[common/src/main/java/io/netty/util/AbstractConstant.java|RENAME_PARAMETER, common/src/main/java/io/netty/util/AbstractConstant.java|RENAME_VARIABLE, common/src/main/java/io/netty/util/CharsetUtil.java|RENAME_PARAMETER, common/src/main/java/io/netty/util/Signal.java|RENAME_ATTRIBUTE, common/src/main/java/io/netty/util/concurrent/DefaultPromise.java|EXTRACT_VARIABLE, common/src/main/java/io/netty/util/concurrent/PromiseNotifier.java|RENAME_PARAMETER, common/src/main/java/io/netty/util/concurrent/PromiseNotifier.java|RENAME_VARIABLE, common/src/main/java/io/netty/util/concurrent/SingleThreadEventExecutor.java|EXTRACT_VARIABLE, common/src/main/java/io/netty/util/concurrent/SingleThreadEventExecutor.java|INVERT_CONDITION, common/src/main/java/io/netty/util/internal/NativeLibraryUtil.java|RENAME_PARAMETER, common/src/main/java/io/netty/util/internal/PlatformDependent.java|ADD_VARIABLE_MODIFIER, common/src/main/java/io/netty/util/internal/PlatformDependent.java|EXTRACT_VARIABLE, common/src/main/java/io/netty/util/internal/PlatformDependent.java|MERGE_CONDITIONAL, common/src/main/java/io/netty/util/internal/PlatformDependent.java|REMOVE_VARIABLE_MODIFIER, common/src/main/java/io/netty/util/internal/SocketUtils.java|RENAME_ATTRIBUTE, common/src/main/java/io/netty/util/internal/SocketUtils.java|RENAME_PARAMETER, common/src/main/java/io/netty/util/internal/SocketUtils.java|RENAME_VARIABLE], NO_NOISE, [codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java|RENAME_PARAMETER, codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java|RENAME_VARIABLE]]","[AbstractConstant, CompactObjectInputStream, DefaultPromise, NativeLibraryUtil, PromiseNotifier, Recycler, SocketUtils, accept, add, addFilesystemOsClassifiers, addListener, addListeners, addPropertyOsClassifiers, addressByName, addressesFromNetworkInterface, alignDirectBuffer, allAddressesByName, allocateDirectNoCleaner, await, await0, awaitTermination, awaitUninterruptibly, bind, bitMode0, byteArrayBaseOffset, cancel, cascade, cause, cause0, checkNotifyWaiters, compareTo, confirmShutdown, connect, copyMemory, decWaiters, decoder, delayNanos, doStartThread, drainTasks, empty, encoder, ensureThreadStarted, equals, equalsConstantTime, equalsSafe, estimateMaxDirectMemory, execute, executeExpiredScheduledTasks, get, getEncoder, getNow, hardwareAddressFromNetworkInterface, hashCode, hashCodeAscii, hashCodeAsciiCompute, hashCodeAsciiSafe, id, incrementMemoryCounter, interruptThread, invokeAll, isCancellable, isCancelled, isDone, isSuccess, isTerminated, isZero, loadLibrary, localSocketAddress, loopbackAddress, name, newChunkedMpscQueue, newConcurrentDeque, newMpscQueue, newObject, normalizeArch, normalizeOs, notifyListener0, notifyListenerWithStackOverFlowProtection, notifyListeners, notifyListenersNow, notifyProgressiveListener0, notifyProgressiveListeners, objectFieldOffset, peekTask, pollTaskFrom, progressiveListeners, putLong, putObject, readClassDescriptor, reallocateDirectNoCleaner, recycle, removeListener, removeListener0, removeListeners, removeTask, rethrowIfFailed, run, runAllTasks, runShutdownHooks, safeExecute, setFailure, setSuccess, setUncancellable, shutdown, shutdownGracefully, socketAddress, sync, syncUninterruptibly, threadLocalSize, threadProperties, tmpdir0, toClaimed, toString, toStringBuilder, tryFailure, trySuccess, unguardedRecycle, unsafeUnavailabilityCause0, updateLastExecutionTime, values, wakesUpForTask, wakeup]"
"E:\project-DataSets20240920\netty","[b71b00b2fa7b5d62a4aa3084b424c4c0ba4fb118, 2e44d85f89de188ddcd21863e5b76434c47b1e92, 636e51684f6c508aa5d43603d917c14b50591a6a, b71b00b2fa7b5d62a4aa3084b424c4c0ba4fb118, 45117fa66c06802545ffbe000fc2d4909ed50538, 636e51684f6c508aa5d43603d917c14b50591a6a]","[NO_NOISE, NO_NOISE, NO_NOISE]","[CompactObjectInputStream, readClassDescriptor]"
"E:\project-DataSets20240920\netty","[d7c87bc26f704216af1950e17afcb47b3e570423, 45117fa66c06802545ffbe000fc2d4909ed50538, 7b126c1ca32a7c268b38cf5cf35ef4fc3c905c78, d7c87bc26f704216af1950e17afcb47b3e570423, 17c40ece18bbec05cd3925f2b72fc2e40ef4a98a, 7b126c1ca32a7c268b38cf5cf35ef4fc3c905c78]","[NO_NOISE, NO_NOISE, NO_NOISE]","[CompactObjectInputStream, readClassDescriptor]"
"E:\project-DataSets20240920\netty","[6e02036c951bece9164bb7be69a5de2a1f2f404b, 17c40ece18bbec05cd3925f2b72fc2e40ef4a98a, fc1cf89b92b2026763e8efc3acda8ce8eabc494b, 6e02036c951bece9164bb7be69a5de2a1f2f404b, 6bc279b12b53e4bec8d69804098bae7efd3ec80e, fc1cf89b92b2026763e8efc3acda8ce8eabc494b]","[NO_NOISE, NO_NOISE, NO_NOISE]","[CompactObjectInputStream, readClassDescriptor]"
"E:\project-DataSets20240920\netty","[d602d531792ba39a4596b1813629859e61d5784f, 6bc279b12b53e4bec8d69804098bae7efd3ec80e, 91cb2c2bec5bc8e3971b27eba5a2ab5ea3988c6a, d602d531792ba39a4596b1813629859e61d5784f, 5196d2d1e6869c8de2326e9e4fa5514e44028ebf, 91cb2c2bec5bc8e3971b27eba5a2ab5ea3988c6a]","[NO_NOISE, [codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java|RENAME_VARIABLE], [codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java|RENAME_ATTRIBUTE, codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java|RENAME_PARAMETER]]","[CompactObjectInputStream, readClassDescriptor, resolveClass]"
"E:\project-DataSets20240920\netty","[8e82ce6f9c6f67e6498a49268bf3beca28e42a97, 5196d2d1e6869c8de2326e9e4fa5514e44028ebf, 00acea2f3f152cfde6322580cd1190cf6c164aa3, 8e82ce6f9c6f67e6498a49268bf3beca28e42a97, 901df76886768510155b4bde5b03c00418e01f68, 00acea2f3f152cfde6322580cd1190cf6c164aa3]","[NO_NOISE, [codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java|RENAME_PARAMETER, codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java|RENAME_VARIABLE], NO_NOISE]","[readClassDescriptor, readStreamHeader, resolveClass]"
