"id","projectName","startCommit","endCommit","transformType","transformTypeId","transformSum","RelatedMethodsNum"
"0","spring-roo/addon-backup","079df68cc4a8acb947ec404a0f65b26d84a2cab0","600af739e4266acd2b39fa20f54c48cc55c8f423","SWITCH_STRING_EQUAL","15","1","1"
"1","spring-roo/addon-backup","600af739e4266acd2b39fa20f54c48cc55c8f423","a82b88c5ea0cf983bf6d46fdecf7357df08c7dae","LOCAL_VAR_RENAMING","0","1","1"
"4","spring-roo/addon-backup","a82b88c5ea0cf983bf6d46fdecf7357df08c7dae","18c5a68a3f88d75e5a1d4b19fec9885d946ef36d","LOCAL_VAR_RENAMING","0","1","1"
"24","spring-roo/addon-backup","18c5a68a3f88d75e5a1d4b19fec9885d946ef36d","a57b3625c5195982c1eab42e182d59a9f0d8cd7e","LOCAL_VAR_RENAMING","0","1","1"
"27","spring-roo/addon-backup","a57b3625c5195982c1eab42e182d59a9f0d8cd7e","0467aebf65ee18eae859bd99ca7b759aba871031","LOCAL_VAR_RENAMING","0","1","1"
"28","spring-roo/addon-backup","0467aebf65ee18eae859bd99ca7b759aba871031","e83914b2160b6c37955c4ac7d461e94b93772bf1","LOCAL_VAR_RENAMING","0","1","1"
"2","spring-roo/addon-cache","e83914b2160b6c37955c4ac7d461e94b93772bf1","afcf398e53b8feefcf70dbbfa6847eba23c2dbfe","SINGLE_IF_TO_CONDITIONAL_EXP","4","1","1"
"4","spring-roo/addon-cache","afcf398e53b8feefcf70dbbfa6847eba23c2dbfe","e742bfbd3ce8035a0b14229ee0ec7ee08707aa56","LOCAL_VAR_RENAMING","0","1","1"
"13","spring-roo/addon-cache","e742bfbd3ce8035a0b14229ee0ec7ee08707aa56","8f9fcea7b20ad54f6f971c34b2dc6c3b99b5e9f0","LOCAL_VAR_RENAMING","0","1","1"
"15","spring-roo/addon-cache","8f9fcea7b20ad54f6f971c34b2dc6c3b99b5e9f0","beabe4e688fc3b80717e1ccf90393f3e36d8c7c9","LOCAL_VAR_RENAMING","0","1","1"
"2","spring-roo/addon-cloud","beabe4e688fc3b80717e1ccf90393f3e36d8c7c9","6b0d977535538c6749d8161615b1fe938acda238","STATEMENTS_ORDER_REARRANGEMENT","10","1","1"
"3","spring-roo/addon-cloud","6b0d977535538c6749d8161615b1fe938acda238","dabb46299f71fc15449ff4da84c9bd46592b9184","LOCAL_VAR_RENAMING","0","1","1"
"11","spring-roo/addon-cloud","dabb46299f71fc15449ff4da84c9bd46592b9184","667423457607e4080c518640201109a302c4ce9a","LOCAL_VAR_RENAMING","0","1","1"
"21","spring-roo/addon-cloud","667423457607e4080c518640201109a302c4ce9a","1e3460646cf009079c05cd095e2d82263cd35094","LOCAL_VAR_RENAMING","0","1","1"
"26","spring-roo/addon-cloud","1e3460646cf009079c05cd095e2d82263cd35094","22647eec610bfe743fd6c41d08395117646cd148","SWITCH_STRING_EQUAL","15","1","1"
"15","spring-roo/addon","22647eec610bfe743fd6c41d08395117646cd148","d77b0ade06dd7641fa64aff57a096e1eb28e2697","REVERSE_IF_ELSE","3","1","1"
"24","spring-roo/addon","d77b0ade06dd7641fa64aff57a096e1eb28e2697","fcd6aaa9b5ad7b835e3013b86942aaf21b9a7e65","REVERSE_IF_ELSE","3","1","1"
"1","spring-roo/addon-creator","fcd6aaa9b5ad7b835e3013b86942aaf21b9a7e65","9ab0f5dcddfd8818e80cdbd8bad8720159a1737c","SWITCH_STRING_EQUAL","15","1","1"
"6","spring-roo/addon-creator","9ab0f5dcddfd8818e80cdbd8bad8720159a1737c","731f64eda0a8124c83c1bf5af36ffd1a5770e3db","INFIX_EXPRESSION_DIVIDING","8","1","1"
"7","spring-roo/addon-creator","731f64eda0a8124c83c1bf5af36ffd1a5770e3db","fb2d76499e4fad15be7c23183586af23a36ff70b","WHILE_TO_FOR","2","1","1"
"9","spring-roo/addon-creator","fb2d76499e4fad15be7c23183586af23a36ff70b","0386c6b13383b113460c7e8597bdc1466f2ab503","REVERSE_IF_ELSE","3","1","1"
"10","spring-roo/addon-creator","0386c6b13383b113460c7e8597bdc1466f2ab503","ddd04eac048e9881e651abf7e51f1a112757e44d","LOCAL_VAR_RENAMING","0","1","1"
"16","spring-roo/addon-creator","ddd04eac048e9881e651abf7e51f1a112757e44d","b92b1d2f1bcf01b01c3fe98c3138ba2d3300cfdb","REVERSE_IF_ELSE","3","1","1"
"18","spring-roo/addon-creator","b92b1d2f1bcf01b01c3fe98c3138ba2d3300cfdb","992aeb5871dd1ee9efbbbe91e52b417a2ab7ac2f","REVERSE_IF_ELSE","3","1","1"
"20","spring-roo/addon-creator","992aeb5871dd1ee9efbbbe91e52b417a2ab7ac2f","c93be0fc60ea275a9a47679c84ddcb93be4f11a4","VAR_DECLARATION_MERGING","12","1","1"
"22","spring-roo/addon-creator","c93be0fc60ea275a9a47679c84ddcb93be4f11a4","d1425a01f9d9878c2826084f545d0f0eb0d622f5","STATEMENTS_ORDER_REARRANGEMENT","10","1","1"
"25","spring-roo/addon-creator","d1425a01f9d9878c2826084f545d0f0eb0d622f5","5250834cc6263295d3c89dceecc6f0ccc9890974","SINGLE_IF_TO_CONDITIONAL_EXP","4","1","1"
"26","spring-roo/addon-creator","5250834cc6263295d3c89dceecc6f0ccc9890974","ad79c85ed2dc9b4185a1828bb65b63a3bbbfa2b5","SINGLE_IF_TO_CONDITIONAL_EXP","4","1","1"
"27","spring-roo/addon-creator","ad79c85ed2dc9b4185a1828bb65b63a3bbbfa2b5","b6cf542bd56441492250e47c6b0e73b5e391f36b","SINGLE_IF_TO_CONDITIONAL_EXP","4","1","1"
"28","spring-roo/addon-creator","b6cf542bd56441492250e47c6b0e73b5e391f36b","c21794a8f9455441fd0c8757ada5f04d63ed4e85","FOR_TO_WHILE","1","1","1"
"29","spring-roo/addon-creator","c21794a8f9455441fd0c8757ada5f04d63ed4e85","85f350e033f0d03cc23eb4d52c0df38c69565d97","VAR_DECLARATION_DIVIDING","13","1","1"
"0","spring-roo/addon","85f350e033f0d03cc23eb4d52c0df38c69565d97","8172e7f854f4fd86d38d6df0d8590025ddd086fb","SWITCH_EQUAL_SIDES","14","1","1"
"1","spring-roo/addon","8172e7f854f4fd86d38d6df0d8590025ddd086fb","8e2e752f18a3f559ed52023fc05523cd63469214","LOOP_IF_CONTINUE_TO_ELSE","11","1","1"
"2","spring-roo/addon","8e2e752f18a3f559ed52023fc05523cd63469214","715cc88308427f33cb74e1b9b55218133609a2f1","VAR_DECLARATION_MERGING","12","1","1"
"3","spring-roo/addon","715cc88308427f33cb74e1b9b55218133609a2f1","c166fd227c19e1c16234134c817d075b0d8feaa4","INFIX_EXPRESSION_DIVIDING","8","1","1"
"4","spring-roo/addon","c166fd227c19e1c16234134c817d075b0d8feaa4","a7f9719bcff5838260aebaab3bfadf02d93e23c7","SWITCH_EQUAL_SIDES","14","1","1"
"5","spring-roo/addon","a7f9719bcff5838260aebaab3bfadf02d93e23c7","3748af9a962a90d2e31dabd80f79e17a610ce24d","STATEMENTS_ORDER_REARRANGEMENT","10","1","1"
"7","spring-roo/addon","3748af9a962a90d2e31dabd80f79e17a610ce24d","41ed633e464500d43a97552b8bb92bdf60846fe8","LOCAL_VAR_RENAMING","0","1","1"
